Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
84	Spectrogram 1	1	11531.0	11534.0	0	12000.0	Redwing	redwin	0.6562	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_043502.wav	47.0
85	Spectrogram 1	1	11574.0	11577.0	0	12000.0	Eurasian Blue Tit	blutit	0.7771	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_044002.wav	33.0
86	Spectrogram 1	1	11575.0	11578.0	0	12000.0	Eurasian Blue Tit	blutit	0.6063	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_044002.wav	34.0
87	Spectrogram 1	1	11576.0	11579.0	0	12000.0	Eurasian Blue Tit	blutit	0.6567	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_044002.wav	35.0
88	Spectrogram 1	1	12140.0	12143.0	0	12000.0	Herring Gull	hergul	0.6104	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_053000.wav	23.0
89	Spectrogram 1	1	12141.0	12144.0	0	12000.0	Herring Gull	hergul	0.5859	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_053000.wav	24.0
90	Spectrogram 1	1	12271.0	12274.0	0	12000.0	Eurasian Blue Tit	blutit	0.6815	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054000.wav	34.0
91	Spectrogram 1	1	12273.0	12276.0	0	12000.0	Eurasian Blue Tit	blutit	0.6461	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054000.wav	36.0
92	Spectrogram 1	1	12279.0	12282.0	0	12000.0	Eurasian Blue Tit	blutit	0.6228	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054000.wav	42.0
93	Spectrogram 1	1	12280.0	12283.0	0	12000.0	Eurasian Blue Tit	blutit	0.6430	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054000.wav	43.0
94	Spectrogram 1	1	12281.0	12284.0	0	12000.0	Eurasian Blue Tit	blutit	0.6104	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054000.wav	44.0
95	Spectrogram 1	1	12315.0	12318.0	0	12000.0	Eurasian Blue Tit	blutit	0.6216	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	18.0
96	Spectrogram 1	1	12328.0	12331.0	0	12000.0	Eurasian Blue Tit	blutit	0.6029	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	31.0
97	Spectrogram 1	1	12336.0	12339.0	0	12000.0	Eurasian Blue Tit	blutit	0.5321	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	39.0
98	Spectrogram 1	1	12341.0	12344.0	0	12000.0	Eurasian Blue Tit	blutit	0.6797	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	44.0
99	Spectrogram 1	1	12342.0	12345.0	0	12000.0	Eurasian Blue Tit	blutit	0.7120	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	45.0
100	Spectrogram 1	1	12343.0	12346.0	0	12000.0	Eurasian Blue Tit	blutit	0.7620	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	46.0
101	Spectrogram 1	1	12344.0	12347.0	0	12000.0	Eurasian Blue Tit	blutit	0.6081	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	47.0
102	Spectrogram 1	1	12346.0	12349.0	0	12000.0	Eurasian Blue Tit	blutit	0.5452	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	49.0
103	Spectrogram 1	1	12347.0	12350.0	0	12000.0	Eurasian Blue Tit	blutit	0.6906	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	50.0
104	Spectrogram 1	1	12348.0	12351.0	0	12000.0	Eurasian Blue Tit	blutit	0.6132	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	51.0
105	Spectrogram 1	1	12349.0	12352.0	0	12000.0	Eurasian Blue Tit	blutit	0.8079	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_054500.wav	52.0
